Lp;Nr paczki;Wysokość (cm);Szerokość (cm);Długość (cm);Waga (kg)
874;MRG2W;10;30;30;14
875;MZVG3;13;22;22;8
876;RQKER;20;14;14;13
877;79MDT;24;19;19;1
878;3V3RQ;16;6;6;0
879;WWZWV;13;6;6;15
880;Y9C72;27;12;12;14
881;ZKSLR;26;8;8;10
882;K47V8;30;6;6;4
883;NS8ZW;26;21;21;3
884;RTJJA;20;29;29;2
885;Z7XQU;13;5;5;11
886;JFUMC;21;23;23;5
887;LCM4P;28;8;8;14
888;5EJ2Z;29;26;26;5
889;GFHF6;17;22;22;6
890;5XPE7;12;27;27;8
891;Q55EK;26;8;8;6
892;PPR92;11;5;5;7
893;UL58F;30;16;16;0
894;J3KST;12;5;5;7
895;AZYJ6;20;30;30;3
896;VEUBJ;11;5;5;3
897;SSDMW;5;28;28;5
898;P3C72;27;28;28;5
899;4RDXP;18;22;22;9
900;J8HTR;30;22;22;7
901;3UGR4;14;29;29;11
902;DD9XF;11;10;10;7
903;HFXMT;24;18;18;12
904;L2LNX;12;18;18;11
905;DHFG7;20;20;20;15
906;VQ54A;12;14;14;8
907;MVVTD;25;15;15;3
908;PXGNM;6;19;19;11
909;MWTB9;22;24;24;3
910;DM2P2;20;23;23;7
911;QT9VZ;15;29;29;11
912;6GG2B;22;27;27;5
913;HDW4X;6;20;20;11
914;ZJM8X;5;22;22;0
915;ZLKJM;18;7;7;3
916;KNZC3;17;21;21;14
917;SSMRE;20;15;15;15
918;CNMKF;19;16;16;2
919;NSJAL;28;5;5;6
920;82VKY;26;18;18;3
921;JABTK;18;26;26;14
922;P5XE7;30;20;20;10
923;RWQ4E;22;27;27;0
924;U7T8H;11;20;20;11
925;YLZ8M;27;5;5;8
926;C6DXG;30;12;12;0
927;47H6R;6;13;13;8
928;TKLGQ;16;24;24;14
929;JYDYT;8;9;9;10
930;HKR3H;28;6;6;1
931;YRUQQ;7;11;11;6
932;8SMCG;6;17;17;4
933;T7E23;21;23;23;9
934;VLC8T;19;9;9;2
935;SHHW8;15;8;8;0
936;35HJW;7;17;17;10
937;R9ECP;26;11;11;0
938;UA87C;26;12;12;12
939;EQ9KH;12;16;16;10
940;37T55;9;14;14;14
941;CNDLA;21;6;6;4
942;BE6JN;25;24;24;4
943;T2MX4;17;19;19;8
944;3H5ZE;12;14;14;9
945;86V8F;24;20;20;10
946;5ZCPU;26;27;27;11
947;8S9B5;8;29;29;14
948;9C96L;12;17;17;0
949;NPD2D;5;29;29;2
950;8TL4J;13;13;13;4
951;R2FDY;24;18;18;11
952;L9PNP;5;7;7;3
953;AL79M;8;19;19;9
954;39P26;7;14;14;0
955;2FK67;15;30;30;15
956;P4RZW;24;12;12;2
957;2HP7M;13;11;11;7
958;DHLTW;17;14;14;2
959;2T8XT;8;23;23;6
960;LRT2J;13;16;16;3
961;PSPYN;8;6;6;14
962;MDH55;30;10;10;15
963;6VDKT;30;21;21;3
964;RN248;26;30;30;12
965;PURMJ;30;13;13;8
966;AYZUQ;14;20;20;6
967;999PX;11;11;11;7
968;N33VW;17;8;8;5
969;XSH33;5;30;30;1
970;3JGUC;13;16;16;13
971;E9XWM;10;16;16;1
972;7XBXH;27;26;26;6
973;SWGRC;10;10;10;12
974;655YR;20;19;19;3
975;RM9ZF;27;18;18;14
976;2SP9C;10;24;24;7
977;SDCGZ;24;12;12;5
978;PDNQ2;16;14;14;1
979;V8P3Q;28;15;15;15
980;RXKMM;11;23;23;9
981;25Z2U;18;17;17;5
982;6SDLR;23;12;12;6
983;G5VJB;22;27;27;7
984;LYFZF;21;14;14;8
985;7LEME;10;24;24;9
986;U446G;17;20;20;7
987;GWB7P;22;24;24;7
988;W47ZF;15;27;27;14
989;P8BBH;20;7;7;7
990;CN8JD;14;7;7;0
991;DFQHS;9;26;26;15
992;U4MPY;11;25;25;13
993;TVMVT;19;28;28;0
994;2HMY9;17;10;10;2
995;TE8UF;26;30;30;0
996;FXTE7;7;19;19;8
997;WHDDR;15;20;20;3
998;WXKAD;23;28;28;3
999;AUYMF;13;27;27;0
1000;HENV4;9;26;26;11
1001;NE9LZ;27;21;21;14
1002;ESNXW;28;15;15;9
1003;LL6QP;26;10;10;11
1004;MCDXC;20;26;26;4
1005;GXW7B;16;23;23;9
1006;4FGG2;9;30;30;13
1007;BV7A7;21;14;14;15
1008;WEPB4;17;28;28;0
1009;CNF84;10;24;24;0
1010;VK6Y9;11;13;13;9
1011;97WW4;27;10;10;6
1012;YQ96X;18;14;14;8
1013;27JX8;14;13;13;14
1014;GLCVN;12;5;5;15
1015;7X2DW;26;11;11;4
1016;VY7SN;25;26;26;3
1017;6RLTE;30;23;23;3
1018;FJUFF;13;11;11;3
1019;J7CSV;29;5;5;6
1020;BY8EL;23;6;6;13
1021;LBADE;17;24;24;2
1022;WZ5UH;8;5;5;4
1023;JQZUA;6;21;21;4
1024;52JQ7;14;19;19;6
1025;PY5SG;20;18;18;11
1026;RT7PY;10;29;29;4
1027;H2ZH6;14;16;16;1
1028;66V2Q;15;25;25;3
1029;4A7UU;10;30;30;13
1030;7PLG5;25;27;27;13
1031;JWTEF;7;15;15;12
1032;2VZXB;29;27;27;8
1033;P73FF;5;16;16;15
1034;YCBK4;21;11;11;6
1035;RE4PY;12;12;12;1
1036;PLE2T;26;16;16;10
1037;9AGTE;14;22;22;14
1038;ML2DA;5;20;20;9
1039;3S7UY;30;11;11;0
1040;CJ2DU;29;21;21;8
1041;VVYQA;12;23;23;2
1042;P5MTV;14;7;7;11
1043;7TWDD;6;12;12;8
1044;3RPTU;19;24;24;1
1045;PMDL7;16;27;27;9
1046;4PGVT;19;12;12;3
1047;3GFSW;16;5;5;12
1048;F7STR;14;13;13;14
1049;ERA3U;12;10;10;3
1050;EUCTE;29;12;12;2
1051;X9R3L;29;26;26;12
1052;PVZWG;5;6;6;1
1053;KPPQ7;15;21;21;10
1054;CW5VF;29;12;12;15
1055;LZWMS;25;28;28;15
1056;HRDLA;30;5;5;7
1057;J9AZ3;14;13;13;1
1058;LFNC3;10;9;9;5
1059;VMHB3;25;21;21;15
1060;EEPAZ;14;20;20;15
1061;VLRJX;26;7;7;14
1062;ARED3;17;22;22;13
1063;FM3FD;19;30;30;3
1064;USJ9U;30;8;8;12
1065;BV8JW;22;13;13;9
1066;2P3FP;7;8;8;15
1067;S329B;24;28;28;5
1068;P9STD;28;10;10;10
1069;LZRE6;5;25;25;13
1070;UYP5Y;27;6;6;6
1071;97K7G;15;18;18;11
1072;8XV25;11;29;29;14
1073;BJX3J;30;7;7;2
1074;YGJH2;17;21;21;9
1075;NUS5Y;30;12;12;8
1076;NQP3K;15;15;15;10
1077;D3HPZ;6;25;25;15
1078;PNPAE;8;15;15;11
1079;KCP85;14;10;10;14
1080;YWC96;22;16;16;1
1081;5MQMH;16;26;26;9
1082;E2YTT;26;25;25;10
1083;AXMHD;27;14;14;2
1084;CWSSW;24;18;18;10
1085;X3YDZ;7;29;29;1
1086;U3NW2;17;13;13;2
1087;JREY4;9;19;19;4
1088;N4UCN;10;11;11;12
1089;ECCSK;12;18;18;3
1090;GU7YD;8;24;24;0
1091;UM6JQ;18;22;22;15
1092;V5J9R;19;22;22;12
1093;BH9G8;19;15;15;8
1094;4U3NW;12;26;26;8
1095;GTYJB;16;20;20;1
1096;9QW7F;30;27;27;7
1097;ZRTV2;20;5;5;9
1098;9HVJH;20;13;13;4
1099;DKRCS;29;5;5;10
1100;P6CGK;10;6;6;11
1101;YN4PX;17;21;21;9
1102;6NDSL;20;10;10;6
1103;KH345;14;16;16;0
1104;U4CFC;14;19;19;1
1105;KKN2M;9;15;15;15
1106;6GJ8N;11;24;24;13
1107;UX3PC;25;9;9;3
1108;QKRU3;27;26;26;15
1109;35BVX;8;20;20;1
1110;7FRAL;6;11;11;0
1111;ULV9D;8;27;27;2
1112;95KJ4;20;10;10;5
1113;Y4RSH;18;11;11;8
1114;T8TAT;15;24;24;13
1115;M4PPP;28;22;22;15
1116;CLUUM;10;25;25;10
1117;7FXTE;18;24;24;5
1118;2T9C3;23;9;9;5
1119;42WKJ;16;8;8;9
1120;65HP6;28;7;7;8
1121;23YGG;29;24;24;9
1122;DKTY5;10;8;8;8
1123;6VBTE;5;16;16;2
1124;FLXFN;9;6;6;8
1125;R9EEK;29;26;26;2
1126;PAFXQ;8;28;28;9
1127;BQH2W;18;21;21;0
1128;Q679U;30;14;14;13
1129;25F4P;12;20;20;1
1130;L9Z9E;7;13;13;10
1131;DREJV;26;20;20;0
1132;PYWUM;24;7;7;6
1133;CW3LN;22;27;27;10
1134;P3JL2;7;14;14;6
1135;4DWA7;14;15;15;8
1136;BL73L;5;15;15;4
1137;B64FF;6;24;24;2
1138;PV5BG;29;19;19;10
1139;GE5AR;26;14;14;9
1140;JPJS2;9;10;10;1
1141;BM6XN;12;19;19;10
1142;3ZZYS;28;28;28;11
1143;B2P58;23;14;14;5
1144;UKUQM;7;21;21;13
1145;3WRWX;25;17;17;9
1146;96CJP;22;25;25;11
1147;5K3Z9;9;21;21;0
1148;FTZ6J;7;25;25;11
1149;H8AX4;17;13;13;11
1150;9JDUY;28;11;11;1
1151;RMM99;30;12;12;14
1152;A86DG;28;21;21;9
1153;K8SCX;13;6;6;13
1154;SJHHE;26;30;30;3
1155;RRDSE;29;23;23;15
1156;7SNBC;10;10;10;8
1157;DSPQR;18;21;21;12
1158;PQQKU;25;11;11;5
1159;XVSFY;24;22;22;3
1160;GY8P7;17;5;5;1
1161;D7PGP;14;9;9;5
1162;UE79F;20;14;14;2
1163;ACYPS;16;14;14;15
1164;F49WE;20;29;29;10
1165;TK2BR;10;17;17;15
1166;QJFNY;25;28;28;2
1167;DRVSY;12;9;9;13
1168;BC49B;25;5;5;0
1169;99DXP;9;13;13;0
1170;W5HVR;15;18;18;0
1171;NF3EH;17;20;20;5
1172;JURQ9;14;6;6;13
1173;FTR3B;24;18;18;6
1174;F4EA3;12;30;30;8
1175;F92KX;20;21;21;9
1176;G8TPU;11;23;23;7
1177;B4Z49;27;17;17;4
1178;8DTQT;9;15;15;14
1179;TWCAP;9;17;17;5
1180;EGHJG;15;24;24;8
1181;BQG42;27;18;18;13
1182;6AYPQ;19;23;23;15
1183;KQKAK;12;28;28;14
1184;J9N4P;21;12;12;2
1185;8MCAN;13;28;28;0
1186;RFVZP;18;19;19;10
1187;326AV;29;6;6;9
1188;W6VMK;5;23;23;5
1189;CW2MX;26;14;14;5
1190;BVWQP;9;13;13;12
1191;CN3EP;30;11;11;0
1192;GVU3M;18;21;21;7
1193;9UE6V;17;20;20;12
1194;ZTRM7;21;22;22;3
1195;2PUT3;24;9;9;5
1196;HVN6B;10;11;11;6
1197;48PWD;15;14;14;9
1198;54ZPV;26;28;28;15
1199;CNGGK;12;17;17;7
1200;374JK;13;9;9;2
1201;ZBZKU;18;30;30;10
1202;STF7P;13;13;13;4
1203;H2MXN;24;10;10;8
1204;QSHF7;18;14;14;7
1205;5JLBQ;10;23;23;15
1206;V5NQE;27;23;23;2
1207;YFFPR;21;7;7;9
1208;27A85;9;20;20;15
1209;PGV35;30;14;14;15
1210;AJNHQ;14;23;23;10
1211;KCYVE;19;6;6;7
1212;EH9TX;26;19;19;0
1213;EH5LW;23;6;6;2
1214;LDULC;22;17;17;10
1215;Q2JBT;29;16;16;2
1216;EC4SL;12;10;10;5
1217;J3N8P;10;27;27;9
1218;TDXTX;22;29;29;15
1219;LX6G9;18;18;18;12
1220;TSCE5;10;24;24;13
1221;EUWPW;25;29;29;6
1222;GTYAB;28;10;10;8
1223;AJ5PG;26;23;23;7
1224;J8L7S;23;7;7;1
1225;9JF6Q;24;16;16;3
1226;FP9JU;14;16;16;3
1227;4PEQ5;26;25;25;2
1228;2WNRX;15;19;19;5
1229;PS7J7;13;8;8;15
1230;ET6RQ;26;13;13;7
1231;PQZUL;20;17;17;2
1232;F22EB;30;17;17;12
1233;M9RRQ;29;22;22;9
1234;LJDY2;12;25;25;4
1235;2EJYP;20;26;26;11
1236;G48CK;28;11;11;11
1237;PR2FC;21;30;30;3
1238;DL56R;29;11;11;12
1239;6HRNY;24;17;17;3
1240;7Y9BP;29;24;24;8
1241;Z3TAR;17;24;24;1
1242;8GL7K;27;29;29;4
1243;WM3PS;22;24;24;12
1244;5S5ZN;11;26;26;7
1245;LWV4A;26;21;21;4
1246;LZYK2;14;12;12;5
1247;DBUXC;24;5;5;3
1248;CWJPU;28;13;13;12
1249;UC7MR;28;17;17;1
1250;QH9K8;24;5;5;5
1251;MWU9Q;27;25;25;14
1252;VKGLV;10;5;5;6
1253;9QXTD;23;16;16;4
1254;ZW2AC;19;23;23;3
1255;LVEJ8;26;11;11;6
1256;VYFU9;9;8;8;9
1257;E8WZ7;18;13;13;14
1258;CLHKX;16;27;27;0
1259;5JDS4;24;27;27;15
1260;HJQ9K;23;15;15;9
1261;SL6WU;14;9;9;2
1262;4JJA4;28;15;15;2
1263;JE365;21;13;13;9
1264;Y9G8J;11;16;16;3
1265;53S9K;17;12;12;3
1266;MHU3G;17;22;22;5
1267;5LT29;19;27;27;6
1268;DVHNV;10;30;30;12
1269;CX25T;14;13;13;2
1270;WTT4S;7;20;20;15
1271;3YKLY;25;15;15;5
1272;VX7FR;26;24;24;3
1273;EB3X3;19;23;23;1
1274;33NAG;17;10;10;9
1275;AD528;19;28;28;11
1276;NNS8H;12;29;29;6
1277;AZ8KB;13;28;28;10
1278;W6ZTC;11;20;20;4
1279;GXDAM;30;25;25;3
1280;73FL4;12;11;11;1
1281;ML7GD;13;7;7;4
1282;6VSNT;22;23;23;5
1283;ZPJYY;7;8;8;1
1284;LLVC6;28;6;6;0
1285;YJU4J;14;10;10;12
1286;7ZCCB;15;23;23;13
1287;7QN5W;5;17;17;7
1288;RZH9E;27;24;24;9
1289;3ZTCP;27;17;17;3
1290;JP26R;28;18;18;3
1291;WUZHN;11;10;10;10
1292;AEEDH;30;14;14;10
1293;GAXU6;23;11;11;10
1294;LCWUC;19;8;8;7
1295;2M4LP;20;6;6;8
1296;JV4AR;6;6;6;7
1297;LXCB6;23;18;18;13
1298;RCBVF;16;26;26;7
1299;K4G9N;29;10;10;0
1300;DKRZ6;24;29;29;4
1301;URHN4;25;10;10;8
1302;XWPSX;9;14;14;9
1303;64L96;7;22;22;1
1304;HQ9KC;5;8;8;2
1305;FU6MT;7;21;21;6
1306;KR52G;10;24;24;0
1307;2LXAZ;26;5;5;14
1308;RXM7G;24;20;20;2
1309;B3BN3;20;13;13;13
1310;8VH77;13;28;28;3
1311;LCRGQ;17;22;22;10
1312;BS77K;29;22;22;6
1313;DXW3X;5;29;29;7
1314;MKMZG;23;10;10;10
1315;U2AVF;22;25;25;6
1316;3T3BR;30;14;14;8
1317;YMTFU;24;26;26;6
1318;AHD8E;22;21;21;6
1319;NC4A5;25;6;6;15
1320;SNF5D;11;15;15;9
1321;MP6NB;13;28;28;8
1322;BGU5H;12;30;30;4
1323;BTVVZ;8;23;23;10
1324;GW8LU;20;19;19;6
1325;DYW8Z;10;7;7;8
1326;SQDXK;12;19;19;9
1327;HBZEQ;21;21;21;10
1328;2GWMB;27;22;22;14
1329;6PURA;14;17;17;9
1330;LYXJA;15;29;29;14
1331;HNZ6M;22;25;25;1
1332;QN3UC;26;5;5;2
1333;D4D48;13;29;29;9
1334;TVFF8;28;23;23;7
1335;GCN3T;16;24;24;2
1336;NDJCN;15;11;11;13
1337;KK3AG;23;7;7;12
1338;ERU7C;24;17;17;11
1339;WB626;25;23;23;0
1340;5LRAS;22;29;29;3
1341;QGU49;9;9;9;1
1342;EHDNK;12;28;28;7
1343;RXVJY;18;21;21;10
1344;3PFNL;27;16;16;8
1345;JBME4;5;12;12;4
1346;H9EZ9;30;17;17;3
1347;WGGGA;29;13;13;13
1348;GMJKZ;21;23;23;10
1349;T3PFC;19;22;22;11
1350;E9RLM;25;8;8;0
1351;4UPGY;26;14;14;15
1352;HQYMF;9;18;18;10
1353;Y9M6G;9;23;23;1
1354;NCTWN;6;13;13;13
1355;KGFZM;10;19;19;2
1356;H5LZF;30;13;13;2
1357;YT2DZ;14;19;19;5
1358;RLFFX;19;21;21;1
1359;M5XZZ;13;22;22;8
1360;6D4PZ;22;29;29;2
1361;GZ8MQ;6;15;15;9
1362;KVLWM;10;21;21;11
1363;RL6JP;27;5;5;1
1364;WZZ46;17;15;15;2
1365;PF2C6;15;17;17;0
1366;S8ALN;24;17;17;6
1367;2TDY6;15;26;26;9
1368;U9S6V;26;21;21;0
1369;5N72W;18;16;16;12
1370;MNMCH;26;7;7;0
1371;JRNAU;18;22;22;0
1372;KSSK5;12;10;10;12
1373;7BNAZ;20;15;15;2
1374;KVZ4R;19;5;5;1
1375;MX6JQ;19;26;26;2
1376;TW56Y;18;12;12;2
1377;CFGRF;19;23;23;4
1378;22YKC;12;17;17;15
1379;TGD8H;17;8;8;5
1380;5H4UB;19;20;20;7
1381;L7ZHG;14;8;8;12
1382;G25BX;6;23;23;1
1383;TE4ZV;22;29;29;13
1384;ASNY3;24;5;5;9
1385;QJ9TH;8;27;27;15
1386;GPQBA;7;29;29;3
1387;SM8JU;23;21;21;0
1388;EQMAR;8;23;23;9
1389;ATW4K;29;8;8;15
1390;H44VT;14;9;9;15
1391;VB4VV;17;22;22;8
1392;B3AS5;11;14;14;11
1393;BBG9K;24;30;30;8
1394;3EZFE;12;29;29;14
1395;HFX59;18;10;10;13
1396;9D43Z;21;14;14;9
1397;NP2GA;13;29;29;2
1398;NJ3P3;10;23;23;6
1399;WQ45P;14;6;6;0
1400;EXU64;23;20;20;10
1401;YEANA;10;20;20;12
1402;9MD4F;10;26;26;10
1403;4GUVP;10;14;14;8
1404;UAYNP;10;8;8;11
1405;RB6L6;20;23;23;9
1406;LRU6M;30;30;30;15
1407;PURP8;15;6;6;8
1408;RPLVH;13;25;25;13
1409;RQQBC;26;17;17;3
1410;6WCUA;12;22;22;6
1411;SCBNN;22;17;17;1
1412;8Y5SU;18;27;27;12
1413;H8FYM;9;13;13;14
1414;DG3Q4;22;7;7;8
1415;B7KR9;23;10;10;13
1416;MMVP8;30;30;30;6
1417;W7AXK;21;22;22;11
1418;PVAJE;7;12;12;14
1419;VSD2G;18;20;20;15
1420;R6PJL;8;30;30;2
1421;JKJT3;15;22;22;1
1422;H6F5L;15;17;17;10
1423;DRHEE;10;9;9;8
1424;TT2U4;11;6;6;1
1425;7FLA8;6;22;22;6
1426;TR49Z;13;30;30;12
1427;FHBP2;12;6;6;14
1428;4XXAS;7;26;26;3
1429;9EAHJ;11;28;28;9
1430;E337M;14;21;21;6
1431;W4T84;9;17;17;14
1432;RSKLR;11;19;19;10
1433;BRYD6;14;26;26;14
1434;R8UF8;18;29;29;14
1435;CECCN;29;7;7;13
1436;LHFEE;25;14;14;13
1437;S39BZ;27;25;25;2
1438;4THD5;14;5;5;11
1439;YFLPJ;9;30;30;10
1440;H7G3C;24;6;6;1
1441;F6HH9;20;8;8;4
1442;VUG2Z;24;7;7;3
1443;MJSML;27;23;23;15
1444;JF5SJ;8;9;9;8
1445;YHQBW;7;16;16;3
1446;ZJU7C;26;21;21;8
1447;WD85L;9;24;24;12
1448;7Q7EH;21;29;29;12
1449;XSSF5;12;19;19;4
1450;4QAY8;21;27;27;12
1451;KPFZQ;8;29;29;13
1452;4QZNN;25;22;22;1
1453;3AR26;21;10;10;11
1454;4YM24;24;13;13;14
1455;UPLCV;18;28;28;13
1456;F7BFV;27;10;10;1
1457;AQBFG;9;7;7;7
1458;R9XHN;27;19;19;13
1459;CBPT3;6;26;26;10
1460;KNRXE;5;13;13;3
1461;KHUWK;10;19;19;14
1462;G3HJ9;29;28;28;6
1463;4JQ5Q;22;5;5;13
1464;XMQLV;25;6;6;8
1465;4NWH8;16;8;8;10
1466;PTM7G;26;21;21;10
1467;SHQC5;29;24;24;3
1468;ZKX8T;28;7;7;2
1469;X33EX;11;19;19;11
1470;H3BYE;27;30;30;14
1471;WSTJ2;29;26;26;12
1472;SYK5W;24;18;18;12
1473;SN58R;23;22;22;6
1474;ZY2PX;26;12;12;13
1475;KCQDH;30;27;27;1
1476;EMAFB;19;24;24;12
1477;F4TYD;5;28;28;7
1478;LG3WC;16;20;20;0
1479;QEQLD;26;19;19;8
1480;8B3YR;13;12;12;6
1481;RAT7D;18;19;19;9
1482;3CQ3J;20;5;5;7
1483;S9CCX;27;16;16;12
1484;FN69A;6;6;6;15
1485;9PFQZ;9;14;14;7
1486;JN3CC;30;29;29;14
1487;JTC4R;29;23;23;7
1488;GVTXP;18;10;10;11
1489;3FN5H;19;9;9;6
1490;CBV8A;20;20;20;0
1491;W7Q3M;23;20;20;2
1492;GBZ9D;5;30;30;10
1493;4JX7C;11;25;25;5
1494;EDYX2;6;18;18;8
1495;DR7RM;16;30;30;2
1496;FUN2S;17;8;8;15
1497;PNQ6G;28;20;20;3
1498;4CHTC;10;20;20;13
1499;MNLBK;19;30;30;10
1500;PFPD5;19;22;22;12
1501;FGLDY;17;27;27;7
1502;XKJCC;9;23;23;8
1503;3RQHM;29;9;9;12
1504;XBQ7V;30;25;25;6
1505;SJA4K;13;16;16;3
1506;KHRZM;27;28;28;9
1507;L7TWB;9;26;26;3
1508;JLLTN;11;20;20;8
1509;NL65T;24;8;8;10
1510;HSVYP;6;13;13;14
1511;GGYGB;9;16;16;3
1512;ASKRH;14;9;9;8
1513;W4EFQ;8;25;25;15
1514;FQ2S9;10;14;14;11
1515;F6KBZ;19;8;8;12
1516;5KHQ9;19;7;7;14
1517;XWFM5;23;13;13;7
1518;GNMR6;9;19;19;15
1519;VEY2L;29;15;15;4
1520;E827Q;8;16;16;15
1521;ZCLAE;11;21;21;0
1522;C6PLL;21;14;14;2
1523;N99UM;12;18;18;14
1524;43ZGK;15;24;24;14
1525;V3PKU;30;26;26;6
1526;ZQSRN;16;21;21;3
1527;8GQKH;29;11;11;3
1528;VMDAX;12;28;28;15
1529;QPXP9;15;8;8;8
1530;AH22Q;26;10;10;6
1531;BMJQX;29;5;5;2
1532;4FDLX;18;19;19;11
1533;RK68U;12;15;15;4
1534;ET8JU;10;29;29;6
1535;WY9KD;21;29;29;2
1536;8KMZB;26;9;9;8
1537;32PBH;8;14;14;12
1538;C6PGG;6;21;21;8
1539;CYS8X;29;20;20;0
1540;DCHCL;20;13;13;14
1541;3YB39;5;8;8;4
1542;E2KSR;27;26;26;10
1543;LKJ2M;12;16;16;13
1544;S4H7B;21;20;20;2
1545;Q9298;25;17;17;6
1546;PCBWE;26;19;19;2
1547;NQ4PJ;23;13;13;7
1548;4UADC;15;13;13;6
1549;SQN3G;21;6;6;9
1550;ZKB8G;10;25;25;1
1551;DPG5N;20;10;10;5
1552;EKQG8;11;27;27;2
1553;VUNQA;20;14;14;4
1554;XKUXN;18;9;9;13
1555;WG5B9;27;20;20;13
1556;C2JDZ;9;27;27;2
1557;RHEXC;19;30;30;10
1558;T4MAA;12;24;24;1
1559;KVUYC;17;5;5;8
1560;UMMFB;8;22;22;0
1561;23JV5;26;17;17;1
1562;HYVS4;7;16;16;14
1563;M9BSX;8;6;6;5
1564;EBRRB;16;20;20;11
1565;R3XCS;14;7;7;11
1566;ZW6D3;6;10;10;3
1567;85VGR;17;10;10;11
1568;QQFC8;25;18;18;3
1569;9P8B7;16;8;8;14
1570;WF9DX;23;8;8;9
1571;AVRXX;15;14;14;11
1572;9PL6S;21;8;8;5
1573;E4N2A;11;5;5;0
1574;6GQCK;19;16;16;14
1575;PCZMD;5;15;15;8
1576;XAKWD;28;5;5;9
1577;8WYPL;5;18;18;2
1578;NPZYK;11;20;20;4
1579;J4DXU;25;22;22;10
1580;EU3UW;6;13;13;6
1581;D9Z4M;6;26;26;8
1582;4RMED;13;23;23;0
1583;RC2GS;10;20;20;8
1584;CU74K;25;18;18;4
1585;HDDM3;25;15;15;12
1586;YRMSB;14;22;22;1
1587;AWBZQ;14;10;10;4
1588;PU83Y;25;25;25;12
1589;CJ34Q;16;10;10;2
1590;K7BH2;26;19;19;12
1591;LQ5Q3;30;21;21;1
1592;XFJAX;5;21;21;3
1593;LAKM2;6;30;30;5
1594;23LZU;11;8;8;3
1595;B354W;18;5;5;11
1596;LDUML;19;13;13;15
1597;LX2GE;13;17;17;7
1598;U5K45;23;25;25;6
1599;9E6KS;30;15;15;6
1600;WCL93;10;14;14;14
1601;6AV25;22;23;23;2
1602;HC84P;6;21;21;14
1603;KEDCL;13;27;27;12
1604;JWGTR;26;10;10;0
1605;CTW84;19;27;27;2
1606;EV6QV;30;20;20;7
1607;YMWKD;14;7;7;7
1608;RTFQM;7;5;5;11
1609;VZSZ3;6;17;17;8
1610;59PBS;5;22;22;15
1611;6DCTC;18;29;29;13
1612;6XY3E;21;29;29;9
1613;KRS83;29;20;20;14
1614;WPM45;23;17;17;0
1615;YPUGE;14;21;21;1
1616;NBE4D;30;22;22;15
1617;XZGZJ;8;15;15;6
1618;KV8AP;9;6;6;14
1619;DL7VJ;5;24;24;3
1620;YHYCB;16;11;11;14
1621;T2RE9;14;29;29;10
1622;WTB2M;12;9;9;1
1623;EPCME;17;26;26;5
1624;LW2KX;29;29;29;14
1625;GN9D9;18;16;16;11
1626;H4H76;15;26;26;0
1627;KRX2W;28;15;15;7
1628;WPFXF;11;7;7;8
1629;S4VVF;29;22;22;2
1630;284TH;11;24;24;10
1631;RZVR5;22;27;27;13
1632;VZX5W;29;9;9;9
1633;UEEH7;8;11;11;0
1634;26L8T;6;30;30;0
1635;SRNEC;25;25;25;10
1636;T7BNQ;18;9;9;15
1637;J6G6M;20;6;6;14
1638;BSCYM;9;5;5;7
1639;ZJR5R;6;30;30;5
1640;PWM2V;23;22;22;4
1641;7KCKP;12;27;27;0
1642;F5LGJ;7;9;9;5
1643;3QE9M;14;23;23;10
1644;RA5UZ;26;20;20;6
1645;GK9YF;26;8;8;6
1646;RE456;9;24;24;4
1647;P3FSD;30;5;5;13
1648;UX875;25;5;5;11
1649;GYLMY;27;20;20;14
1650;Y5YTP;13;11;11;2
1651;P2YPR;23;10;10;12
1652;66VZ2;22;17;17;9
1653;RETWX;27;20;20;15
1654;WHLVF;20;9;9;13
1655;G46TF;27;22;22;10
1656;UHAK2;17;6;6;2
1657;QZTFE;30;8;8;15
1658;ABBW2;19;28;28;6
1659;3E7M3;23;11;11;14
1660;U9A7V;27;5;5;12
1661;GEPCX;25;24;24;6
1662;VW6W8;14;13;13;7
1663;XCXGH;17;10;10;15
1664;3HK56;29;7;7;8
1665;CXA9A;24;28;28;0
1666;3UA4R;23;22;22;9
1667;WAVBC;10;26;26;4
1668;KXZFK;10;26;26;4
1669;Y4NMB;13;16;16;9
1670;WFK7B;20;8;8;5
1671;F9YF9;20;21;21;12
1672;Z9T23;28;26;26;4
1673;BN3XP;29;24;24;9
1674;68DWD;7;21;21;13
1675;PL83X;21;15;15;0
1676;AP5KM;26;30;30;4
1677;6RLVW;16;9;9;13
1678;KLW5C;25;24;24;0
1679;P6QHT;30;19;19;10
1680;6DR9Z;14;28;28;1
1681;VPCTG;5;7;7;11
1682;2TWV5;12;28;28;6
1683;9SLLD;21;17;17;9
1684;9WPVR;9;19;19;11
1685;SAN8J;14;22;22;0
1686;85MP4;24;23;23;14
1687;DBHFU;29;12;12;0
1688;Q8ECT;28;9;9;6
1689;9CCKP;5;6;6;9
1690;FKBV6;26;14;14;15
1691;TD78B;20;17;17;15
1692;F67TL;30;5;5;11
1693;ZWM94;8;26;26;11
1694;8Q2CT;23;5;5;13
1695;LCVPM;29;18;18;15
1696;BUXDG;10;11;11;14
1697;TXKRV;18;20;20;14
1698;MXSJG;14;11;11;10
1699;4A5GA;28;30;30;12
1700;XEQQG;25;6;6;14
1701;A3KWG;30;21;21;2
1702;WX3L2;13;24;24;12
